,Fp1,F3,Pz,P4,CP2,AF3,AFz,P2
Fp1,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5
F3,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.6666666666666666
Pz,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0
P4,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0
CP2,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0
AF3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P2,0.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.9230769230769231
