,CP5,FC6,AFz,F5,FT7,PO8,F6,AF4
CP5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FC6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFz,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
F5,0.0,0.0,0.0,0.2644628099173554,0.2727272727272727,0.0,0.19008264462809918,0.2727272727272727
FT7,0.0,0.0,0.0,0.20754716981132076,0.31446540880503143,0.0,0.16981132075471697,0.3081761006289308
PO8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F6,0.0,0.0,0.0,0.23809523809523808,0.2571428571428571,0.0,0.24761904761904763,0.2571428571428571
AF4,0.0,0.0,0.0,0.2129032258064516,0.3032258064516129,0.0,0.17419354838709677,0.3096774193548387
