,caudalanteriorcingulate-lh,frontalpole-lh,frontalpole-rh,lateralorbitofrontal-rh,medialorbitofrontal-rh,parsorbitalis-rh,rostralanteriorcingulate-rh,temporalpole-rh
caudalanteriorcingulate-lh,0.7138461538461538,0.0,0.0,0.12,0.0,0.07076923076923076,0.0,0.09538461538461539
frontalpole-lh,0.0,0.6054421768707483,0.11224489795918367,0.0,0.282312925170068,0.0,0.0,0.0
frontalpole-rh,0.0,0.17209302325581396,0.8093023255813954,0.0,0.0,0.0,0.018604651162790697,0.0
lateralorbitofrontal-rh,0.08433734939759036,0.0,0.0,0.4891566265060241,0.0,0.15421686746987953,0.1783132530120482,0.09397590361445783
medialorbitofrontal-rh,0.0,0.3624454148471616,0.0,0.0,0.5720524017467249,0.0,0.06550218340611354,0.0
parsorbitalis-rh,0.07720588235294118,0.0,0.0,0.25735294117647056,0.0,0.48161764705882354,0.18382352941176472,0.0
rostralanteriorcingulate-rh,0.0,0.0,0.0189873417721519,0.22151898734177214,0.05379746835443038,0.14556962025316456,0.560126582278481,0.0
temporalpole-rh,0.13063063063063063,0.0,0.0,0.18468468468468469,0.0,0.0045045045045045045,0.0,0.6801801801801802
