,bankssts-lh,frontalpole-lh,frontalpole-rh,isthmuscingulate-rh,medialorbitofrontal-rh,parstriangularis-rh,pericalcarine-lh,rostralanteriorcingulate-rh
bankssts-lh,0.6554054054054054,0.0,0.34459459459459457,0.0,0.0,0.0,0.0,0.0
frontalpole-lh,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
frontalpole-rh,0.17857142857142858,0.0,0.5876623376623377,0.14285714285714285,0.0,0.0,0.09090909090909091,0.0
isthmuscingulate-rh,0.0,0.0,0.1085972850678733,0.502262443438914,0.0,0.0,0.3891402714932127,0.0
medialorbitofrontal-rh,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
parstriangularis-rh,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
pericalcarine-lh,0.0,0.0,0.07920792079207921,0.42326732673267325,0.0,0.0,0.4975247524752475,0.0
rostralanteriorcingulate-rh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
