,caudalmiddlefrontal-rh,inferiorparietal-rh,parstriangularis-rh,rostralmiddlefrontal-lh,rostralmiddlefrontal-rh,superiorfrontal-rh,superiortemporal-rh,supramarginal-lh
caudalmiddlefrontal-rh,0.3411764705882353,0.36470588235294116,0.0,0.011764705882352941,0.0,0.0,0.2823529411764706,0.0
inferiorparietal-rh,0.24347826086956523,0.5217391304347826,0.0,0.0,0.0,0.0,0.23478260869565218,0.0
parstriangularis-rh,0.0,0.0,0.6216216216216216,0.0,0.0,0.0,0.3783783783783784,0.0
rostralmiddlefrontal-lh,0.0,0.0,0.0,0.6818181818181818,0.0,0.29545454545454547,0.022727272727272728,0.0
rostralmiddlefrontal-rh,0.10526315789473684,0.10526315789473684,0.0,0.0,0.631578947368421,0.10526315789473684,0.05263157894736842,0.0
superiorfrontal-rh,0.0,0.0,0.0,0.22033898305084745,0.01694915254237288,0.7627118644067796,0.0,0.0
superiortemporal-rh,0.15748031496062992,0.1889763779527559,0.11023622047244094,0.023622047244094488,0.0,0.0,0.5196850393700787,0.0
supramarginal-lh,0.0,0.0,0.0,0.0,0.07692307692307693,0.07692307692307693,0.0,0.8461538461538461
