,entorhinal-rh,frontalpole-lh,frontalpole-rh,isthmuscingulate-rh,rostralanteriorcingulate-rh,temporalpole-lh,temporalpole-rh,transversetemporal-rh
entorhinal-rh,0.34108527131782945,0.18604651162790697,0.18604651162790697,0.0,0.07751937984496124,0.007751937984496124,0.20155038759689922,0.0
frontalpole-lh,0.16981132075471697,0.3490566037735849,0.2830188679245283,0.0,0.0,0.0,0.1509433962264151,0.04716981132075472
frontalpole-rh,0.1267605633802817,0.19014084507042253,0.5422535211267606,0.0,0.0,0.0,0.11267605633802817,0.028169014084507043
isthmuscingulate-rh,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
rostralanteriorcingulate-rh,0.37037037037037035,0.0,0.0,0.0,0.48148148148148145,0.1111111111111111,0.037037037037037035,0.0
temporalpole-lh,0.0,0.0,0.0,0.0,0.041666666666666664,0.625,0.3333333333333333,0.0
temporalpole-rh,0.1732283464566929,0.14960629921259844,0.15748031496062992,0.0,0.0,0.06299212598425197,0.4566929133858268,0.0
transversetemporal-rh,0.0,0.3157894736842105,0.05263157894736842,0.0,0.0,0.0,0.0,0.631578947368421
