,entorhinal-rh,frontalpole-lh,frontalpole-rh,isthmuscingulate-rh,rostralanteriorcingulate-rh,temporalpole-lh,temporalpole-rh,transversetemporal-rh
entorhinal-rh,0.4716981132075472,0.0,0.018867924528301886,0.0,0.2138364779874214,0.050314465408805034,0.22012578616352202,0.025157232704402517
frontalpole-lh,0.0,0.8181818181818182,0.18181818181818182,0.0,0.0,0.0,0.0,0.0
frontalpole-rh,0.0,0.04950495049504951,0.44554455445544555,0.0,0.1485148514851485,0.0,0.25742574257425743,0.09900990099009901
isthmuscingulate-rh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rostralanteriorcingulate-rh,0.15920398009950248,0.0,0.1044776119402985,0.0,0.4577114427860697,0.0,0.1691542288557214,0.10945273631840796
temporalpole-lh,0.11594202898550725,0.0,0.0,0.0,0.0,0.8405797101449275,0.043478260869565216,0.0
temporalpole-rh,0.12173913043478261,0.0,0.14347826086956522,0.0,0.1,0.02608695652173913,0.5217391304347826,0.08695652173913043
transversetemporal-rh,0.06451612903225806,0.0,0.06451612903225806,0.0,0.1827956989247312,0.0,0.1935483870967742,0.4946236559139785
