,bankssts-rh,parahippocampal-rh,parsopercularis-lh,parsorbitalis-lh,parstriangularis-lh,pericalcarine-lh,rostralanteriorcingulate-rh,temporalpole-lh
bankssts-rh,0.8387096774193549,0.06451612903225806,0.016129032258064516,0.0,0.0,0.08064516129032258,0.0,0.0
parahippocampal-rh,0.14285714285714285,0.5535714285714286,0.0,0.0,0.0,0.30357142857142855,0.0,0.0
parsopercularis-lh,0.022222222222222223,0.0,0.6333333333333333,0.022222222222222223,0.0,0.0,0.2222222222222222,0.1
parsorbitalis-lh,0.0,0.0,0.0759493670886076,0.7215189873417721,0.10126582278481013,0.0,0.10126582278481013,0.0
parstriangularis-lh,0.0,0.0,0.0,0.18823529411764706,0.5529411764705883,0.0,0.0,0.25882352941176473
pericalcarine-lh,0.08536585365853659,0.13414634146341464,0.0,0.0,0.0,0.7804878048780488,0.0,0.0
rostralanteriorcingulate-rh,0.0,0.0,0.3728813559322034,0.0847457627118644,0.0,0.0,0.5084745762711864,0.03389830508474576
temporalpole-lh,0.0,0.0,0.043478260869565216,0.010869565217391304,0.30434782608695654,0.0,0.0,0.6413043478260869
