,Fp1,F7,FT10,Fp2,AF3,AFz,AF8,AF4
Fp1,0.21428571428571427,0.12698412698412698,0.0,0.2222222222222222,0.0,0.2222222222222222,0.21428571428571427,0.0
F7,0.19736842105263158,0.19736842105263158,0.013157894736842105,0.19736842105263158,0.0,0.19736842105263158,0.18421052631578946,0.013157894736842105
FT10,0.0,0.0,0.4444444444444444,0.0,0.09722222222222222,0.0,0.0,0.4583333333333333
Fp2,0.19718309859154928,0.11267605633802817,0.0,0.2323943661971831,0.0,0.21830985915492956,0.23943661971830985,0.0
AF3,0.0,0.0,0.35,0.0,0.3,0.0,0.0,0.35
AFz,0.20588235294117646,0.11764705882352941,0.0,0.22794117647058823,0.0,0.22058823529411764,0.22794117647058823,0.0
AF8,0.19078947368421054,0.09868421052631579,0.0,0.23684210526315788,0.0,0.21710526315789475,0.2565789473684211,0.0
AF4,0.0,0.0,0.425,0.0,0.0875,0.0,0.0,0.4875
