,caudalanteriorcingulate-lh,caudalanteriorcingulate-rh,entorhinal-lh,frontalpole-rh,parstriangularis-rh,rostralanteriorcingulate-lh,temporalpole-lh,transversetemporal-lh
caudalanteriorcingulate-lh,0.5041322314049587,0.19008264462809918,0.0,0.11570247933884298,0.0,0.19008264462809918,0.0,0.0
caudalanteriorcingulate-rh,0.12408759124087591,0.5766423357664233,0.0,0.11678832116788321,0.0,0.18248175182481752,0.0,0.0
entorhinal-lh,0.0,0.0,0.7465753424657534,0.00684931506849315,0.0,0.0,0.2465753424657534,0.0
frontalpole-rh,0.09032258064516129,0.10967741935483871,0.0,0.6645161290322581,0.0,0.1032258064516129,0.0064516129032258064,0.025806451612903226
parstriangularis-rh,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
rostralanteriorcingulate-lh,0.13414634146341464,0.13414634146341464,0.012195121951219513,0.10365853658536585,0.0,0.6158536585365854,0.0,0.0
temporalpole-lh,0.0,0.0,0.3046875,0.0,0.0,0.0,0.6953125,0.0
transversetemporal-lh,0.0,0.0,0.0,0.020202020202020204,0.0,0.0,0.0,0.9797979797979798
