,caudalmiddlefrontal-lh,fusiform-rh,inferiortemporal-rh,isthmuscingulate-lh,lingual-rh,middletemporal-rh,parahippocampal-rh,parsorbitalis-lh
caudalmiddlefrontal-lh,0.7973856209150327,0.0392156862745098,0.0,0.058823529411764705,0.0718954248366013,0.0,0.0,0.032679738562091505
fusiform-rh,0.023809523809523808,0.42857142857142855,0.11564625850340136,0.04081632653061224,0.11564625850340136,0.061224489795918366,0.17346938775510204,0.04081632653061224
inferiortemporal-rh,0.0,0.1746031746031746,0.37566137566137564,0.0,0.005291005291005291,0.15343915343915343,0.19047619047619047,0.10052910052910052
isthmuscingulate-lh,0.04,0.08,0.0,0.6114285714285714,0.08,0.0,0.14285714285714285,0.045714285714285714
lingual-rh,0.06190476190476191,0.20476190476190476,0.0,0.047619047619047616,0.44285714285714284,0.05714285714285714,0.14761904761904762,0.0380952380952381
middletemporal-rh,0.0,0.12745098039215685,0.20588235294117646,0.0,0.029411764705882353,0.3382352941176471,0.17647058823529413,0.12254901960784313
parahippocampal-rh,0.0,0.1855072463768116,0.11594202898550725,0.06666666666666667,0.09565217391304348,0.08405797101449275,0.3710144927536232,0.08115942028985507
parsorbitalis-lh,0.009708737864077669,0.09223300970873786,0.11165048543689321,0.019417475728155338,0.02912621359223301,0.11165048543689321,0.15048543689320387,0.47572815533980584
