,caudalanteriorcingulate-lh,frontalpole-rh,isthmuscingulate-rh,paracentral-lh,parahippocampal-rh,precuneus-lh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh
caudalanteriorcingulate-lh,0.41073170731707315,0.0,0.07902439024390244,0.0,0.2917073170731707,0.0,0.10634146341463414,0.11219512195121951
frontalpole-rh,0.0,0.42998897464167585,0.14994487320837926,0.17750826901874311,0.0,0.18302094818081588,0.05953693495038589,0.0
isthmuscingulate-rh,0.05555555555555555,0.09465020576131687,0.3010973936899863,0.24417009602194786,0.05555555555555555,0.24897119341563786,0.0,0.0
paracentral-lh,0.0,0.09898020395920816,0.21475704859028194,0.36052789442111577,0.0,0.32573485302939414,0.0,0.0
parahippocampal-rh,0.3149522799575822,0.0,0.08589607635206786,0.0,0.4814422057264051,0.0,0.05408271474019088,0.06362672322375397
precuneus-lh,0.0,0.09988109393579073,0.21581450653983353,0.32401902497027346,0.0,0.36028537455410226,0.0,0.0
rostralanteriorcingulate-lh,0.10541871921182266,0.053201970443349754,0.0,0.0,0.04827586206896552,0.0,0.5133004926108374,0.2798029556650246
rostralanteriorcingulate-rh,0.11538461538461539,0.0,0.0,0.0,0.058212058212058215,0.0,0.28794178794178793,0.5384615384615384
