,bankssts-rh,frontalpole-rh,isthmuscingulate-rh,lateralorbitofrontal-rh,parahippocampal-lh,parahippocampal-rh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh
bankssts-rh,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
frontalpole-rh,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
isthmuscingulate-rh,0.0,0.0,0.578397212543554,0.005807200929152149,0.24738675958188153,0.16840882694541232,0.0,0.0
lateralorbitofrontal-rh,0.0,0.0,0.0030737704918032786,0.4426229508196721,0.02151639344262295,0.014344262295081968,0.24487704918032788,0.2735655737704918
parahippocampal-lh,0.0,0.0,0.32223903177004537,0.03177004538577912,0.5249621785173979,0.12102874432677761,0.0,0.0
parahippocampal-rh,0.0,0.0,0.24493243243243243,0.02702702702702703,0.13851351351351351,0.589527027027027,0.0,0.0
rostralanteriorcingulate-lh,0.0,0.0,0.0,0.20680851063829786,0.0,0.0,0.43659574468085105,0.3565957446808511
rostralanteriorcingulate-rh,0.0,0.0,0.0,0.2157177225340818,0.0,0.0,0.33440256615878106,0.4498797113071371
