,Fp1,Fz,F3,F7,FT9,FC5,FC1,C3,T7,TP9,CP5,CP1,Pz,P3,P7,O1,Oz,O2,P4,P8,TP10,CP6,CP2,Cz,C4,T8,FT10,FC6,FC2,F4,F8,Fp2,AF7,AF3,AFz,F1,F5,FT7,FC3,C1,C5,TP7,CP3,P1,P5,PO7,PO3,POz,PO4,PO8,P2,CPz,CP4,TP8,C6,C2,FC4,FT8,F6,AF8,AF4,F2,FCz
Fp1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fz,0.0,0.32558139534883723,0.0,0.0,0.0,0.0,0.3372093023255814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3372093023255814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F7,0.0,0.0,0.0,0.24019607843137256,0.0,0.0,0.04084967320261438,0.0,0.06862745098039216,0.0,0.0,0.0,0.2434640522875817,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.2238562091503268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0718954248366013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FT9,0.0,0.0,0.0,0.0,0.2535211267605634,0.0,0.10947503201024328,0.0,0.0,0.06081946222791293,0.0,0.0,0.0,0.0,0.0,0.07234314980793854,0.05057618437900128,0.0,0.0,0.0,0.09475032010243278,0.07810499359795134,0.0,0.0,0.0,0.0,0.0,0.0,0.06594110115236876,0.0,0.0038412291933418692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09026888604353393,0.05953905249679898,0.0,0.0,0.06081946222791293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FC5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FC1,0.0,0.030366492146596858,0.0,0.024083769633507852,0.181151832460733,0.0,0.43350785340314135,0.0,0.0,0.0,0.0,0.0,0.09633507853403141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02198952879581152,0.0,0.0,0.0,0.0,0.0,0.0,0.1643979057591623,0.0,0.007329842931937173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019895287958115182,0.020942408376963352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3018867924528302,0.0,0.035849056603773584,0.0,0.0,0.0,0.0,0.0,0.0,0.05660377358490566,0.0,0.0,0.3018867924528302,0.0,0.30377358490566037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T7,0.0,0.0,0.0,0.05722460658082976,0.0,0.0,0.0,0.0,0.4334763948497854,0.0,0.0,0.0,0.09871244635193133,0.0,0.16022889842632332,0.0,0.0,0.01859799713876967,0.0,0.044349070100143065,0.0,0.06723891273247497,0.03862660944206009,0.0,0.0,0.0,0.0,0.0,0.0,0.0815450643776824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP9,0.0,0.0,0.0,0.0,0.030974894033257254,0.0,0.0,0.006847081838930551,0.0,0.22106292794261492,0.0,0.0,0.0,0.0,0.0,0.051516139550048905,0.005216824258232801,0.04075643951744375,0.06716661232474731,0.006194978806651451,0.030974894033257254,0.041734594065862406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10270622758395827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027062275839582654,0.08672970329312031,0.08640365177698077,0.0,0.0,0.010433648516465601,0.0,0.0,0.0,0.0,0.0,0.0,0.029670687968699056,0.0,0.0,0.043690903162699704,0.0,0.0,0.0,0.0,0.11085751548744702,0.0,0.0,0.0
