,TP9,Oz,FT10,AF7,POz,CPz,TP8,AF8
TP9,0.2962962962962963,0.18518518518518517,0.18518518518518517,0.0,0.0,0.3333333333333333,0.0,0.0
Oz,0.26229508196721313,0.22950819672131148,0.2459016393442623,0.0,0.0,0.26229508196721313,0.0,0.0
FT10,0.2727272727272727,0.21818181818181817,0.23636363636363636,0.0,0.0,0.2727272727272727,0.0,0.0
AF7,0.010309278350515464,0.010309278350515464,0.0,0.38144329896907214,0.20618556701030927,0.0,0.3917525773195876,0.0
POz,0.0,0.0,0.0,0.35,0.3,0.0,0.35,0.0
CPz,0.2717391304347826,0.15217391304347827,0.15217391304347827,0.0,0.0,0.42391304347826086,0.0,0.0
TP8,0.010101010101010102,0.010101010101010102,0.0,0.3838383838383838,0.20202020202020202,0.0,0.3939393939393939,0.0
AF8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
