,TP9,CP5,Oz,C5,PO3,POz,CPz,FT8
TP9,0.20481927710843373,0.0,0.2289156626506024,0.1927710843373494,0.14457831325301204,0.0,0.0,0.2289156626506024
CP5,0.0,0.4583333333333333,0.0,0.0,0.0,0.4583333333333333,0.08333333333333333,0.0
Oz,0.18269230769230768,0.0,0.28846153846153844,0.18269230769230768,0.11538461538461539,0.0,0.0,0.23076923076923078
C5,0.21348314606741572,0.0,0.2247191011235955,0.20224719101123595,0.1348314606741573,0.0,0.0,0.2247191011235955
PO3,0.21052631578947367,0.0,0.21052631578947367,0.19298245614035087,0.17543859649122806,0.0,0.0,0.21052631578947367
POz,0.0,0.4583333333333333,0.0,0.0,0.0,0.4583333333333333,0.08333333333333333,0.0
CPz,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0
FT8,0.18947368421052632,0.0,0.25263157894736843,0.18947368421052632,0.12631578947368421,0.0,0.0,0.24210526315789474
