,Fp1,FT9,FT10,Fp2,AF3,POz,CPz,AF8
Fp1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FT9,0.0,0.4915254237288136,0.5084745762711864,0.0,0.0,0.0,0.0,0.0
FT10,0.0,0.39473684210526316,0.6052631578947368,0.0,0.0,0.0,0.0,0.0
Fp2,0.0,0.0,0.0,0.37333333333333335,0.0,0.3333333333333333,0.29333333333333333,0.0
AF3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
POz,0.0,0.0,0.0,0.2804878048780488,0.0,0.3780487804878049,0.34146341463414637,0.0
CPz,0.0,0.0,0.0,0.26666666666666666,0.0,0.37333333333333335,0.36,0.0
AF8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
