,frontalpole-rh,inferiortemporal-rh,medialorbitofrontal-rh,parahippocampal-rh,posteriorcingulate-rh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh,temporalpole-rh
frontalpole-rh,0.4,0.1,0.1,0.1,0.1,0.1,0.1,0.0
inferiortemporal-rh,0.05555555555555555,0.18888888888888888,0.15555555555555556,0.07777777777777778,0.14444444444444443,0.18888888888888888,0.18888888888888888,0.0
medialorbitofrontal-rh,0.05319148936170213,0.19148936170212766,0.1702127659574468,0.07446808510638298,0.1595744680851064,0.18085106382978725,0.1702127659574468,0.0
parahippocampal-rh,0.046875,0.109375,0.109375,0.3125,0.109375,0.109375,0.109375,0.09375
posteriorcingulate-rh,0.054945054945054944,0.18681318681318682,0.17582417582417584,0.07692307692307693,0.16483516483516483,0.17582417582417584,0.16483516483516483,0.0
rostralanteriorcingulate-lh,0.04395604395604396,0.18681318681318682,0.15384615384615385,0.07692307692307693,0.14285714285714285,0.18681318681318682,0.2087912087912088,0.0
rostralanteriorcingulate-rh,0.0379746835443038,0.189873417721519,0.1518987341772152,0.0759493670886076,0.13924050632911392,0.189873417721519,0.21518987341772153,0.0
temporalpole-rh,0.0,0.0,0.0,0.13793103448275862,0.0,0.0,0.0,0.8620689655172413
