,TP10,FT10,F8,Fp2,AF7,AF3,AFz,P2
TP10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FT10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fp2,0.0,0.0,0.0,0.5910652920962199,0.0,0.0,0.40893470790378006,0.0
AF7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFz,0.0,0.0,0.0,0.49387755102040815,0.0,0.0,0.5061224489795918,0.0
P2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
