,TP10,FT10,F8,Fp2,AF7,AF3,AFz,P2
TP10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FT10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
F8,0.0,0.0,0.7901907356948229,0.0,0.0,0.2098092643051771,0.0,0.0
Fp2,0.0,0.0,0.0,0.5910652920962199,0.0,0.0,0.40893470790378006,0.0
AF7,0.0,0.0,0.0,0.0,0.9939393939393939,0.006060606060606061,0.0,0.0
AF3,0.0,0.0,0.28957528957528955,0.0,0.0,0.7104247104247104,0.0,0.0
AFz,0.0,0.0,0.0,0.49387755102040815,0.0,0.0,0.5061224489795918,0.0
P2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
