,Fp1,F4,Fp2,AF7,AF3,AFz,F1,FC4
Fp1,0.3559322033898305,0.0,0.31476997578692495,0.0,0.0,0.32929782082324455,0.0,0.0
F4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fp2,0.33418367346938777,0.0,0.33163265306122447,0.0,0.0,0.33418367346938777,0.0,0.0
AF7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFz,0.3399503722084367,0.0,0.3225806451612903,0.0,0.0,0.337468982630273,0.0,0.0
F1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
FC4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
