,Fp1,TP9,Fp2,AF3,AFz,FT7,AF8,AF4
Fp1,0.2857142857142857,0.14285714285714285,0.2857142857142857,0.0,0.2857142857142857,0.0,0.0,0.0
TP9,0.2727272727272727,0.18181818181818182,0.2727272727272727,0.0,0.2727272727272727,0.0,0.0,0.0
Fp2,0.2857142857142857,0.14285714285714285,0.2857142857142857,0.0,0.2857142857142857,0.0,0.0,0.0
AF3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFz,0.2857142857142857,0.14285714285714285,0.2857142857142857,0.0,0.2857142857142857,0.0,0.0,0.0
FT7,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5
AF8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF4,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5
