,caudalmiddlefrontal-lh,caudalmiddlefrontal-rh,parstriangularis-rh,rostralmiddlefrontal-lh,superiorparietal-rh,superiortemporal-lh,superiortemporal-rh,supramarginal-rh
caudalmiddlefrontal-lh,0.33181818181818185,0.08636363636363636,0.06818181818181818,0.16363636363636364,0.11818181818181818,0.04090909090909091,0.06818181818181818,0.12272727272727273
caudalmiddlefrontal-rh,0.07782101167315175,0.23735408560311283,0.13618677042801555,0.16342412451361868,0.058365758754863814,0.07392996108949416,0.16731517509727625,0.08560311284046693
parstriangularis-rh,0.06746031746031746,0.15476190476190477,0.20634920634920634,0.0992063492063492,0.051587301587301584,0.09523809523809523,0.1984126984126984,0.12698412698412698
rostralmiddlefrontal-lh,0.148014440433213,0.1624548736462094,0.09386281588447654,0.26353790613718414,0.05054151624548736,0.09025270758122744,0.09747292418772563,0.09386281588447654
superiorparietal-rh,0.2,0.1,0.08461538461538462,0.08461538461538462,0.2076923076923077,0.05384615384615385,0.1076923076923077,0.16153846153846155
superiortemporal-lh,0.06666666666666667,0.11666666666666667,0.14444444444444443,0.15,0.05,0.18333333333333332,0.16111111111111112,0.12777777777777777
superiortemporal-rh,0.05639097744360902,0.15789473684210525,0.17293233082706766,0.09774436090225563,0.05639097744360902,0.10902255639097744,0.24436090225563908,0.10526315789473684
supramarginal-rh,0.12931034482758622,0.10775862068965517,0.13793103448275862,0.10344827586206896,0.10344827586206896,0.09051724137931035,0.125,0.2025862068965517
