,caudalmiddlefrontal-lh,parstriangularis-rh,postcentral-rh,rostralmiddlefrontal-lh,superiorparietal-rh,superiortemporal-lh,superiortemporal-rh,supramarginal-rh
caudalmiddlefrontal-lh,0.21323529411764705,0.051470588235294115,0.22794117647058823,0.125,0.19852941176470587,0.0,0.0,0.18382352941176472
parstriangularis-rh,0.023809523809523808,0.30952380952380953,0.04285714285714286,0.1,0.009523809523809525,0.1619047619047619,0.15714285714285714,0.19523809523809524
postcentral-rh,0.2,0.07586206896551724,0.23448275862068965,0.11724137931034483,0.18620689655172415,0.0,0.0,0.18620689655172415
rostralmiddlefrontal-lh,0.08290155440414508,0.10880829015544041,0.08808290155440414,0.23316062176165803,0.08808290155440414,0.12435233160621761,0.10880829015544041,0.16580310880829016
superiorparietal-rh,0.216,0.032,0.224,0.136,0.216,0.0,0.0,0.176
superiortemporal-lh,0.0,0.2348993288590604,0.0,0.174496644295302,0.0,0.28187919463087246,0.15436241610738255,0.15436241610738255
superiortemporal-rh,0.0,0.2052980132450331,0.0,0.13245033112582782,0.0,0.152317880794702,0.2980132450331126,0.2119205298013245
supramarginal-rh,0.09486166007905138,0.1541501976284585,0.11067193675889328,0.1225296442687747,0.08300395256916997,0.08300395256916997,0.12648221343873517,0.22529644268774704
