,caudalmiddlefrontal-lh,parstriangularis-rh,rostralmiddlefrontal-lh,rostralmiddlefrontal-rh,superiorparietal-lh,superiortemporal-lh,superiortemporal-rh,supramarginal-lh
caudalmiddlefrontal-lh,0.4027777777777778,0.0,0.2916666666666667,0.09722222222222222,0.20833333333333334,0.0,0.0,0.0
parstriangularis-rh,0.0,0.26573426573426573,0.1888111888111888,0.08391608391608392,0.11888111888111888,0.20279720279720279,0.09090909090909091,0.04895104895104895
rostralmiddlefrontal-lh,0.09302325581395349,0.13023255813953488,0.3023255813953488,0.14883720930232558,0.12093023255813953,0.13023255813953488,0.05581395348837209,0.018604651162790697
rostralmiddlefrontal-rh,0.0364963503649635,0.08759124087591241,0.22627737226277372,0.35036496350364965,0.043795620437956206,0.08759124087591241,0.08759124087591241,0.08029197080291971
superiorparietal-lh,0.14285714285714285,0.13445378151260504,0.19327731092436976,0.058823529411764705,0.2689075630252101,0.13445378151260504,0.06722689075630252,0.0
superiortemporal-lh,0.0,0.19736842105263158,0.19736842105263158,0.08552631578947369,0.1118421052631579,0.28289473684210525,0.125,0.0
superiortemporal-rh,0.0,0.14583333333333334,0.13541666666666666,0.10416666666666667,0.10416666666666667,0.19791666666666666,0.3125,0.0
supramarginal-lh,0.0,0.21875,0.125,0.34375,0.0,0.0,0.0,0.3125
