space,band,common_parcels,window,method,subject,session,condition,sigma_ratio,sigma_eig,ci_low,ci_high,ci_method,state
parcel_space,broadband,True,full_window,nearest_vertex,S46,Sess01,MOTOR_EXECUTION-LEFT,0.971467204023174,1.0000000000000029,0.9388445809994318,1.0092429955512978,bootstrap,critical
parcel_space,broadband,True,full_window,nearest_vertex,S46,Sess01,MOTOR_EXECUTION-RIGHT,1.0105512489233417,0.9999999999999992,0.9558462532299742,1.089061154177433,bootstrap,critical
parcel_space,broadband,True,full_window,nearest_vertex,S46,Sess01,MOTOR_IMAGERY-LEFT,1.004682976404288,0.9999999999999988,0.9707354674014512,1.0395970566318926,bootstrap,critical
parcel_space,broadband,True,full_window,nearest_vertex,S46,Sess01,MOTOR_IMAGERY-RIGHT,0.9619997594997596,1.0,0.9206954280287614,0.996995160703494,bootstrap,critical
parcel_space,broadband,True,full_window,nearest_vertex,S46,Sess01,MOTOR_EXECUTION,0.9910092264732578,1.000000000000001,0.947345417114703,1.0491520748643657,bootstrap,critical
parcel_space,broadband,True,full_window,nearest_vertex,S46,Sess01,MOTOR_IMAGERY,0.9833413679520238,0.9999999999999994,0.9457154477151062,1.0182961086676934,bootstrap,critical
parcel_space,broadband,True,full_window,nearest_vertex,S46,Sess01,LEFT,0.988075090213731,1.0000000000000009,0.9547900242004416,1.0244200260915952,bootstrap,critical
parcel_space,broadband,True,full_window,nearest_vertex,S46,Sess01,RIGHT,0.9862755042115504,0.9999999999999996,0.9382708406293678,1.0430281574404636,bootstrap,critical
parcel_space,broadband,True,full_window,nearest_vertex,S46,Sess01,LEFT_vs_RIGHT,0.0017995860021804,0.0,-0.0882381332400221,0.0861491854622273,bootstrap,delta
parcel_space,broadband,True,full_window,nearest_vertex,S46,Sess01,IMAGERY_vs_EXECUTION,-0.007667858521234,0.0,-0.1034366271492592,0.0709506915529903,bootstrap,delta
parcel_space,broadband,True,full_window,nearest_vertex,S46,Sess01,ME_LEFT_vs_ME_RIGHT,-0.0390840449001677,0.0,-0.1502165731780013,0.0533967423213236,bootstrap,delta
parcel_space,broadband,True,full_window,nearest_vertex,S46,Sess01,MI_LEFT_vs_MI_RIGHT,0.0426832169045284,0.0,-0.026259693302043,0.1189016286031312,bootstrap,delta
parcel_space,lf_mayer,True,full_window,nearest_vertex,S46,Sess01,MOTOR_EXECUTION-LEFT,0.9256967356967358,1.000000000000001,0.8666671346671347,0.9827251014751016,bootstrap,subcritical
parcel_space,lf_mayer,True,full_window,nearest_vertex,S46,Sess01,MOTOR_EXECUTION-RIGHT,0.9456654456654456,1.0,0.8937197802197802,0.999145299145299,bootstrap,subcritical
parcel_space,lf_mayer,True,full_window,nearest_vertex,S46,Sess01,MOTOR_IMAGERY-LEFT,0.91783523225241,1.0,0.8731113058720421,0.9672383508618172,bootstrap,subcritical
parcel_space,lf_mayer,True,full_window,nearest_vertex,S46,Sess01,MOTOR_IMAGERY-RIGHT,0.9889154480689912,0.9999999999999992,0.9172487814023248,1.052284050431196,bootstrap,critical
parcel_space,lf_mayer,True,full_window,nearest_vertex,S46,Sess01,MOTOR_EXECUTION,0.9356810906810908,1.0000000000000009,0.8801934574434574,0.9909352003102004,bootstrap,subcritical
parcel_space,lf_mayer,True,full_window,nearest_vertex,S46,Sess01,MOTOR_IMAGERY,0.9533753401607008,0.9999999999999996,0.8951800436371834,1.0097612006465069,bootstrap,subcritical
parcel_space,lf_mayer,True,full_window,nearest_vertex,S46,Sess01,LEFT,0.921765983974573,1.0000000000000009,0.8698892202695885,0.9749817261684594,bootstrap,subcritical
parcel_space,lf_mayer,True,full_window,nearest_vertex,S46,Sess01,RIGHT,0.9672904468672184,0.9999999999999996,0.9054842808110524,1.0257146747882475,bootstrap,subcritical
parcel_space,lf_mayer,True,full_window,nearest_vertex,S46,Sess01,LEFT_vs_RIGHT,-0.0455244628926455,0.0,-0.155825454518659,0.0694974453574069,bootstrap,delta
parcel_space,lf_mayer,True,full_window,nearest_vertex,S46,Sess01,IMAGERY_vs_EXECUTION,0.01769424947961,0.0,-0.0957551566730169,0.1295677432030492,bootstrap,delta
parcel_space,lf_mayer,True,full_window,nearest_vertex,S46,Sess01,ME_LEFT_vs_ME_RIGHT,-0.0199687099687098,0.0,-0.1324781644781643,0.0890053212553213,bootstrap,delta
parcel_space,lf_mayer,True,full_window,nearest_vertex,S46,Sess01,MI_LEFT_vs_MI_RIGHT,-0.0710802158165812,0.0,-0.179172744559154,0.0499895694594925,bootstrap,delta
parcel_space,resp,True,full_window,nearest_vertex,S46,Sess01,MOTOR_EXECUTION-LEFT,0.9424563091229758,0.9999999999999992,0.8845397903830444,1.0075541984470555,bootstrap,subcritical
parcel_space,resp,True,full_window,nearest_vertex,S46,Sess01,MOTOR_EXECUTION-RIGHT,0.942588325652842,1.0000000000000024,0.8838379345166979,1.00280953092109,bootstrap,subcritical
parcel_space,resp,True,full_window,nearest_vertex,S46,Sess01,MOTOR_IMAGERY-LEFT,0.9422151001993934,0.9999999999999998,0.877205212254296,1.004253563481312,bootstrap,subcritical
parcel_space,resp,True,full_window,nearest_vertex,S46,Sess01,MOTOR_IMAGERY-RIGHT,0.9111682477067092,0.9999999999999996,0.8343319910146834,0.9999303011803012,bootstrap,subcritical
parcel_space,resp,True,full_window,nearest_vertex,S46,Sess01,MOTOR_EXECUTION,0.9425223173879088,1.0000000000000009,0.8841888624498712,1.005181864684073,bootstrap,subcritical
parcel_space,resp,True,full_window,nearest_vertex,S46,Sess01,MOTOR_IMAGERY,0.9266916739530512,0.9999999999999996,0.8557686016344896,1.0020919323308066,bootstrap,subcritical
parcel_space,resp,True,full_window,nearest_vertex,S46,Sess01,LEFT,0.9423357046611848,0.9999999999999996,0.8808725013186702,1.0059038809641838,bootstrap,subcritical
parcel_space,resp,True,full_window,nearest_vertex,S46,Sess01,RIGHT,0.9268782866797756,1.0000000000000009,0.8590849627656907,1.0013699160506957,bootstrap,subcritical
parcel_space,resp,True,full_window,nearest_vertex,S46,Sess01,LEFT_vs_RIGHT,0.015457417981409,0.0,-0.1204974147320254,0.1468189181984931,bootstrap,delta
parcel_space,resp,True,full_window,nearest_vertex,S46,Sess01,IMAGERY_vs_EXECUTION,-0.0158306434348576,0.0,-0.149413263049583,0.1179030698809354,bootstrap,delta
parcel_space,resp,True,full_window,nearest_vertex,S46,Sess01,ME_LEFT_vs_ME_RIGHT,-0.000132016529866,0.0,-0.1182697405380456,0.1237162639303576,bootstrap,delta
parcel_space,resp,True,full_window,nearest_vertex,S46,Sess01,MI_LEFT_vs_MI_RIGHT,0.0310468524926841,0.0,-0.122725088926005,0.1699215724666287,bootstrap,delta
parcel_space,slow_hrf,True,full_window,nearest_vertex,S46,Sess01,MOTOR_EXECUTION-LEFT,0.9128895856618628,1.0000000000000016,0.8800375097033513,0.950049144795432,bootstrap,subcritical
parcel_space,slow_hrf,True,full_window,nearest_vertex,S46,Sess01,MOTOR_EXECUTION-RIGHT,0.9231539953259412,1.0,0.8790264034607925,0.9654693119851492,bootstrap,subcritical
parcel_space,slow_hrf,True,full_window,nearest_vertex,S46,Sess01,MOTOR_IMAGERY-LEFT,0.8914629192646434,1.0,0.848415372941235,0.9306769825600644,bootstrap,subcritical
parcel_space,slow_hrf,True,full_window,nearest_vertex,S46,Sess01,MOTOR_IMAGERY-RIGHT,0.9794504181600956,1.0000000000000004,0.9311075506035184,1.027681706734126,bootstrap,critical
parcel_space,slow_hrf,True,full_window,nearest_vertex,S46,Sess01,MOTOR_EXECUTION,0.918021790493902,1.0000000000000009,0.8795319565820718,0.9577592283902904,bootstrap,subcritical
parcel_space,slow_hrf,True,full_window,nearest_vertex,S46,Sess01,MOTOR_IMAGERY,0.9354566687123697,1.0000000000000002,0.8897614617723768,0.9791793446470952,bootstrap,subcritical
parcel_space,slow_hrf,True,full_window,nearest_vertex,S46,Sess01,LEFT,0.9021762524632532,1.0000000000000009,0.8642264413222931,0.940363063677748,bootstrap,subcritical
parcel_space,slow_hrf,True,full_window,nearest_vertex,S46,Sess01,RIGHT,0.9513022067430184,1.0000000000000002,0.9050669770321556,0.9965755093596376,bootstrap,subcritical
parcel_space,slow_hrf,True,full_window,nearest_vertex,S46,Sess01,LEFT_vs_RIGHT,-0.0491259542797652,0.0,-0.1323490680373444,0.0352960866455925,bootstrap,delta
parcel_space,slow_hrf,True,full_window,nearest_vertex,S46,Sess01,IMAGERY_vs_EXECUTION,0.0174348782184676,0.0,-0.0679977666179136,0.0996473880650232,bootstrap,delta
parcel_space,slow_hrf,True,full_window,nearest_vertex,S46,Sess01,ME_LEFT_vs_ME_RIGHT,-0.0102644096640783,0.0,-0.0854318022817979,0.0710227413346393,bootstrap,delta
parcel_space,slow_hrf,True,full_window,nearest_vertex,S46,Sess01,MI_LEFT_vs_MI_RIGHT,-0.0879874988954522,0.0,-0.1792663337928909,-0.000430568043454,bootstrap,delta
parcel_space,task_hrf,True,full_window,nearest_vertex,S46,Sess01,MOTOR_EXECUTION-LEFT,0.97149868031327,1.0000000000000022,0.9477642262330712,0.9983405211387736,bootstrap,critical
parcel_space,task_hrf,True,full_window,nearest_vertex,S46,Sess01,MOTOR_EXECUTION-RIGHT,0.9692307692307692,1.0,0.9412980769230768,0.9933173076923076,bootstrap,critical
parcel_space,task_hrf,True,full_window,nearest_vertex,S46,Sess01,MOTOR_IMAGERY-LEFT,0.9826675435675436,1.0000000000000004,0.9455517657342656,1.022683707126207,bootstrap,critical
parcel_space,task_hrf,True,full_window,nearest_vertex,S46,Sess01,MOTOR_IMAGERY-RIGHT,0.969960837318916,1.000000000000001,0.9432028121684236,0.9952215630681788,bootstrap,critical
parcel_space,task_hrf,True,full_window,nearest_vertex,S46,Sess01,MOTOR_EXECUTION,0.9703647247720196,1.000000000000001,0.944531151578074,0.9958289144155406,bootstrap,critical
parcel_space,task_hrf,True,full_window,nearest_vertex,S46,Sess01,MOTOR_IMAGERY,0.9763141904432298,1.0000000000000009,0.9443772889513448,1.008952635097193,bootstrap,critical
parcel_space,task_hrf,True,full_window,nearest_vertex,S46,Sess01,LEFT,0.9770831119404068,1.000000000000001,0.9466579959836684,1.0105121141324902,bootstrap,critical
parcel_space,task_hrf,True,full_window,nearest_vertex,S46,Sess01,RIGHT,0.9695958032748426,1.0000000000000004,0.9422504445457502,0.9942694353802431,bootstrap,critical
parcel_space,task_hrf,True,full_window,nearest_vertex,S46,Sess01,LEFT_vs_RIGHT,0.0074873086655641,0.0,-0.0476114393965747,0.0682616695867399,bootstrap,delta
parcel_space,task_hrf,True,full_window,nearest_vertex,S46,Sess01,IMAGERY_vs_EXECUTION,0.0059494656712102,0.0,-0.0514516254641959,0.0644214835191188,bootstrap,delta
parcel_space,task_hrf,True,full_window,nearest_vertex,S46,Sess01,ME_LEFT_vs_ME_RIGHT,0.0022679110825006,0.0,-0.0455530814592364,0.0570424442156966,bootstrap,delta
parcel_space,task_hrf,True,full_window,nearest_vertex,S46,Sess01,MI_LEFT_vs_MI_RIGHT,0.0127067062486276,0.0,-0.0496697973339131,0.0794808949577834,bootstrap,delta
parcel_space,vlf,True,full_window,nearest_vertex,S46,Sess01,MOTOR_EXECUTION-LEFT,0.9151946271757592,1.000000000000003,0.8843864078793324,0.9468450705479008,bootstrap,subcritical
parcel_space,vlf,True,full_window,nearest_vertex,S46,Sess01,MOTOR_EXECUTION-RIGHT,0.9027891036611966,0.9999999999999984,0.8589447212993725,0.9445916180073156,bootstrap,subcritical
parcel_space,vlf,True,full_window,nearest_vertex,S46,Sess01,MOTOR_IMAGERY-LEFT,0.8751045216270781,0.9999999999999984,0.8406561877450035,0.9076893352574744,bootstrap,subcritical
parcel_space,vlf,True,full_window,nearest_vertex,S46,Sess01,MOTOR_IMAGERY-RIGHT,0.8646669779022719,1.0000000000000004,0.8225940190891171,0.9096879863056332,bootstrap,subcritical
parcel_space,vlf,True,full_window,nearest_vertex,S46,Sess01,MOTOR_EXECUTION,0.908991865418478,1.0000000000000009,0.8716655645893525,0.9457183442776084,bootstrap,subcritical
parcel_space,vlf,True,full_window,nearest_vertex,S46,Sess01,MOTOR_IMAGERY,0.869885749764675,0.9999999999999992,0.8316251034170603,0.908688660781554,bootstrap,subcritical
parcel_space,vlf,True,full_window,nearest_vertex,S46,Sess01,LEFT,0.8951495744014186,1.0000000000000009,0.8625212978121679,0.9272672029026876,bootstrap,subcritical
parcel_space,vlf,True,full_window,nearest_vertex,S46,Sess01,RIGHT,0.8837280407817343,0.9999999999999994,0.8407693701942448,0.9271398021564744,bootstrap,subcritical
parcel_space,vlf,True,full_window,nearest_vertex,S46,Sess01,LEFT_vs_RIGHT,0.0114215336196843,0.0,-0.0646185043443066,0.0864978327084428,bootstrap,delta
parcel_space,vlf,True,full_window,nearest_vertex,S46,Sess01,IMAGERY_vs_EXECUTION,-0.0391061156538028,0.0,-0.1140932408605479,0.0370230961922013,bootstrap,delta
parcel_space,vlf,True,full_window,nearest_vertex,S46,Sess01,ME_LEFT_vs_ME_RIGHT,0.0124055235145627,0.0,-0.0602052101279831,0.0879003492485283,bootstrap,delta
parcel_space,vlf,True,full_window,nearest_vertex,S46,Sess01,MI_LEFT_vs_MI_RIGHT,0.0104375437248062,0.0,-0.0690317985606298,0.0850953161683573,bootstrap,delta
parcel_space,broadband,True,hrf_window,nearest_vertex,S46,Sess01,MOTOR_EXECUTION-LEFT,1.0047429680476891,1.0000000000000009,0.9643796564665664,1.0493397571670102,bootstrap,critical
parcel_space,broadband,True,hrf_window,nearest_vertex,S46,Sess01,MOTOR_EXECUTION-RIGHT,1.031020865535791,1.0000000000000002,0.8957294250111415,1.2673374335034784,bootstrap,critical
parcel_space,broadband,True,hrf_window,nearest_vertex,S46,Sess01,MOTOR_IMAGERY-LEFT,1.0047884812810184,1.0000000000000009,0.957815364569096,1.0444521820081525,bootstrap,critical
parcel_space,broadband,True,hrf_window,nearest_vertex,S46,Sess01,MOTOR_IMAGERY-RIGHT,0.9860914509219596,1.000000000000001,0.9225824657922116,1.0600852643119592,bootstrap,critical
parcel_space,broadband,True,hrf_window,nearest_vertex,S46,Sess01,MOTOR_EXECUTION,1.01788191679174,1.0000000000000004,0.930054540738854,1.1583385953352443,bootstrap,critical
parcel_space,broadband,True,hrf_window,nearest_vertex,S46,Sess01,MOTOR_IMAGERY,0.995439966101489,1.000000000000001,0.9401989151806538,1.0522687231600556,bootstrap,critical
parcel_space,broadband,True,hrf_window,nearest_vertex,S46,Sess01,LEFT,1.0047657246643538,1.0000000000000009,0.9610975105178312,1.0468959695875812,bootstrap,critical
parcel_space,broadband,True,hrf_window,nearest_vertex,S46,Sess01,RIGHT,1.0085561582288751,1.0000000000000009,0.9091559454016764,1.1637113489077189,bootstrap,critical
parcel_space,broadband,True,hrf_window,nearest_vertex,S46,Sess01,LEFT_vs_RIGHT,-0.0037904335645215,0.0,-0.2026138383898877,0.1377400241859047,bootstrap,delta
parcel_space,broadband,True,hrf_window,nearest_vertex,S46,Sess01,IMAGERY_vs_EXECUTION,-0.0224419506902511,0.0,-0.2181396801545905,0.1222141824212017,bootstrap,delta
parcel_space,broadband,True,hrf_window,nearest_vertex,S46,Sess01,ME_LEFT_vs_ME_RIGHT,-0.0262778974881019,0.0,-0.302957777036912,0.1536103321558687,bootstrap,delta
