,TP9,P7,O1,Oz,AF7,POz,CPz,TP8
TP9,0.3106060606060606,0.0,0.30303030303030304,0.29545454545454547,0.0,0.0,0.0,0.09090909090909091
P7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O1,0.31007751937984496,0.0,0.3023255813953488,0.29457364341085274,0.0,0.0,0.0,0.09302325581395349
Oz,0.3046875,0.0,0.3046875,0.296875,0.0,0.0,0.0,0.09375
AF7,0.0,0.0,0.0,0.0,0.49333333333333335,0.5066666666666667,0.0,0.0
POz,0.0,0.0,0.0,0.0,0.2923076923076923,0.7076923076923077,0.0,0.0
CPz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP8,0.2553191489361702,0.0,0.2553191489361702,0.2553191489361702,0.0,0.0,0.0,0.23404255319148937
