,CP5,Pz,P3,P8,C5,POz,CPz,TP8
CP5,0.4036144578313253,0.0,0.16265060240963855,0.0,0.0,0.21686746987951808,0.0,0.21686746987951808
Pz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P3,0.2571428571428571,0.0,0.24761904761904763,0.0,0.0,0.23809523809523808,0.0,0.2571428571428571
P8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C5,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0
POz,0.28346456692913385,0.0,0.18110236220472442,0.0,0.0,0.2755905511811024,0.0,0.25984251968503935
CPz,0.0,0.0,0.0,0.0,0.4961832061068702,0.0,0.5038167938931297,0.0
TP8,0.2748091603053435,0.0,0.19083969465648856,0.0,0.0,0.26717557251908397,0.0,0.26717557251908397
