,bankssts-rh,frontalpole-lh,frontalpole-rh,isthmuscingulate-rh,parahippocampal-rh,pericalcarine-lh,rostralanteriorcingulate-rh,temporalpole-rh
bankssts-rh,0.8131313131313131,0.0,0.0,0.0,0.0,0.0,0.0,0.18686868686868688
frontalpole-lh,0.0,0.7962962962962963,0.0,0.0,0.0,0.10648148148148148,0.09722222222222222,0.0
frontalpole-rh,0.0,0.0,0.9874213836477987,0.0,0.0,0.0,0.012578616352201259,0.0
isthmuscingulate-rh,0.0,0.0,0.0,0.6122448979591837,0.1377551020408163,0.25,0.0,0.0
parahippocampal-rh,0.0,0.0,0.0,0.13636363636363635,0.7525252525252525,0.1111111111111111,0.0,0.0
pericalcarine-lh,0.0,0.11312217194570136,0.0,0.20361990950226244,0.09049773755656108,0.583710407239819,0.0,0.00904977375565611
rostralanteriorcingulate-rh,0.005208333333333333,0.08854166666666667,0.0,0.0,0.0,0.0,0.8072916666666666,0.09895833333333333
temporalpole-rh,0.23636363636363636,0.0,0.0,0.0,0.0,0.0,0.10303030303030303,0.6606060606060606
