,caudalmiddlefrontal-rh,parsopercularis-lh,parstriangularis-rh,rostralmiddlefrontal-lh,superiorfrontal-rh,superiortemporal-lh,superiortemporal-rh,supramarginal-lh
caudalmiddlefrontal-rh,0.1986754966887417,0.10596026490066225,0.1291390728476821,0.0,0.1986754966887417,0.16225165562913907,0.2052980132450331,0.0
parsopercularis-lh,0.12698412698412698,0.34523809523809523,0.12698412698412698,0.01984126984126984,0.12698412698412698,0.12698412698412698,0.12698412698412698,0.0
parstriangularis-rh,0.11235955056179775,0.0898876404494382,0.21348314606741572,0.07865168539325842,0.11235955056179775,0.19662921348314608,0.11235955056179775,0.08426966292134831
rostralmiddlefrontal-lh,0.0,0.03546099290780142,0.19858156028368795,0.36879432624113473,0.0,0.19858156028368795,0.0,0.19858156028368795
superiorfrontal-rh,0.1939799331103679,0.10702341137123746,0.13043478260869565,0.0,0.2040133779264214,0.16387959866220736,0.20066889632107024,0.0
superiortemporal-lh,0.12694300518134716,0.08290155440414508,0.18134715025906736,0.07253886010362694,0.12694300518134716,0.20466321243523317,0.12694300518134716,0.07772020725388601
superiortemporal-rh,0.19801980198019803,0.10561056105610561,0.1254125412541254,0.0,0.19801980198019803,0.1617161716171617,0.21122112211221122,0.0
supramarginal-lh,0.0,0.0,0.2097902097902098,0.18181818181818182,0.0,0.20279720279720279,0.0,0.40559440559440557
