,P3,Oz,O2,CP3,P1,PO3,PO4,PO8
P3,0.25952045133991536,0.2468265162200282,0.0,0.0,0.0,0.0,0.2468265162200282,0.2468265162200282
Oz,0.11452879581151833,0.2951570680628272,0.0,0.0,0.0,0.0,0.2951570680628272,0.2951570680628272
O2,0.0,0.0,0.5859085290482077,0.13967861557478367,0.13967861557478367,0.13473423980222496,0.0,0.0
CP3,0.0,0.0,0.20925925925925926,0.26481481481481484,0.26666666666666666,0.25925925925925924,0.0,0.0
P1,0.0,0.0,0.20810313075506445,0.26519337016574585,0.26703499079189685,0.2596685082872928,0.0,0.0
PO3,0.0,0.0,0.20415879017013233,0.2665406427221172,0.2684310018903592,0.2608695652173913,0.0,0.0
PO4,0.11452879581151833,0.2951570680628272,0.0,0.0,0.0,0.0,0.2951570680628272,0.2951570680628272
PO8,0.11452879581151833,0.2951570680628272,0.0,0.0,0.0,0.0,0.2951570680628272,0.2951570680628272
