,Fp1,F7,P7,Fp2,AF7,FT7,P1,AF8
Fp1,0.3333333333333333,0.0,0.4,0.2,0.0,0.0,0.0,0.06666666666666667
F7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P7,0.053763440860215055,0.0,0.9032258064516129,0.03225806451612903,0.0,0.0,0.0,0.010752688172043012
Fp2,0.3333333333333333,0.0,0.3333333333333333,0.25,0.0,0.0,0.0,0.08333333333333333
AF7,0.0,0.0,0.0,0.0,0.4954128440366973,0.0,0.5045871559633027,0.0
FT7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P1,0.0,0.0,0.0,0.0,0.2669902912621359,0.0,0.7330097087378641,0.0
AF8,0.2857142857142857,0.0,0.2857142857142857,0.2857142857142857,0.0,0.0,0.0,0.14285714285714285
