,caudalmiddlefrontal-lh,parsopercularis-lh,parstriangularis-rh,superiorfrontal-lh,superiorfrontal-rh,superiortemporal-lh,superiortemporal-rh,supramarginal-rh
caudalmiddlefrontal-lh,0.36363636363636365,0.09090909090909091,0.0,0.06060606060606061,0.0,0.30303030303030304,0.06060606060606061,0.12121212121212122
parsopercularis-lh,0.028169014084507043,0.7183098591549296,0.04225352112676056,0.0,0.16901408450704225,0.04225352112676056,0.0,0.0
parstriangularis-rh,0.0,0.03125,0.5,0.0,0.46875,0.0,0.0,0.0
superiorfrontal-lh,0.13513513513513514,0.02702702702702703,0.0,0.6216216216216216,0.0,0.10810810810810811,0.05405405405405406,0.05405405405405406
superiorfrontal-rh,0.0,0.14285714285714285,0.18181818181818182,0.0,0.6753246753246753,0.0,0.0,0.0
superiortemporal-lh,0.20833333333333334,0.08333333333333333,0.020833333333333332,0.041666666666666664,0.0,0.3958333333333333,0.125,0.125
superiortemporal-rh,0.1724137931034483,0.034482758620689655,0.0,0.06896551724137931,0.0,0.3448275862068966,0.20689655172413793,0.1724137931034483
supramarginal-rh,0.18518518518518517,0.0,0.0,0.07407407407407407,0.0,0.3333333333333333,0.18518518518518517,0.2222222222222222
