subject,session,condition,sigma_ratio,sigma_eig,ci_low,ci_high,ci_method,state,window
S03,Sess01,MOTOR_EXECUTION-LEFT,1.0021302410997879,0.9999999999999996,0.9809499205940423,1.025149393316001,bootstrap,critical,fullwin_gamma
S03,Sess01,MOTOR_EXECUTION-RIGHT,1.0033460217531895,0.9999999999999996,0.9789572214702393,1.0256010846901338,bootstrap,critical,fullwin_gamma
S03,Sess01,MOTOR_IMAGERY-LEFT,0.9918800861968297,1.0000000000000007,0.976881443696506,1.0056808420669572,bootstrap,critical,fullwin_gamma
S03,Sess01,MOTOR_IMAGERY-RIGHT,0.9862857830540445,1.0000000000000024,0.969815530266848,1.0050529700479993,bootstrap,critical,fullwin_gamma
S03,Sess01,MOTOR_EXECUTION,1.0027381314264887,0.9999999999999996,0.9799535710321408,1.0253752390030675,bootstrap,critical,fullwin_gamma
S03,Sess01,MOTOR_IMAGERY,0.9890829346254371,1.0000000000000016,0.973348486981677,1.0053669060574784,bootstrap,critical,fullwin_gamma
S03,Sess01,LEFT,0.9970051636483088,1.0,0.9789156821452741,1.0154151176914792,bootstrap,critical,fullwin_gamma
S03,Sess01,RIGHT,0.994815902403617,1.0000000000000009,0.9743863758685436,1.0153270273690667,bootstrap,critical,fullwin_gamma
S03,Sess01,LEFT_vs_RIGHT,0.0021892612446918758,0.0,-0.036411345223792524,0.04102874182293559,bootstrap,delta,fullwin_gamma
S03,Sess01,IMAGERY_vs_EXECUTION,-0.01365519680105165,0.0,-0.05202675202139051,0.025413335025337602,bootstrap,delta,fullwin_gamma
S03,Sess01,ME_LEFT_vs_ME_RIGHT,-0.0012157806534016657,0.0,-0.04465116409609149,0.04619217184576163,bootstrap,delta,fullwin_gamma
S03,Sess01,MI_LEFT_vs_MI_RIGHT,0.005594303142785195,0.0,-0.028171526351493337,0.03586531180010921,bootstrap,delta,fullwin_gamma
