,Fz,F3,TP10,T8,FC2,F1,CPz,FCz
Fz,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0
F3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FC2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
F1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CPz,0.2,0.0,0.0,0.0,0.0,0.0,0.8,0.0
FCz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
