,Pz,Oz,TP10,F8,Fp2,F1,CPz,F2
Pz,0.2857142857142857,0.38095238095238093,0.14285714285714285,0.0,0.0,0.0,0.0,0.19047619047619047
Oz,0.14285714285714285,0.7142857142857143,0.061224489795918366,0.0,0.0,0.0,0.0,0.08163265306122448
TP10,0.26666666666666666,0.26666666666666666,0.2,0.0,0.0,0.0,0.0,0.26666666666666666
F8,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0
Fp2,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0
F1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CPz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F2,0.25,0.3125,0.1875,0.0,0.0,0.0,0.0,0.25
