,entorhinal-lh,entorhinal-rh,insula-rh,parsopercularis-rh,rostralanteriorcingulate-lh,temporalpole-lh,temporalpole-rh,transversetemporal-rh
entorhinal-lh,0.5260663507109005,0.014218009478672985,0.09004739336492891,0.0,0.17535545023696683,0.08056872037914692,0.009478672985781991,0.10426540284360189
entorhinal-rh,0.014893617021276596,0.5936170212765958,0.029787234042553193,0.01702127659574468,0.1723404255319149,0.029787234042553193,0.08723404255319149,0.05531914893617021
insula-rh,0.02982456140350877,0.02631578947368421,0.6087719298245614,0.0017543859649122807,0.08771929824561403,0.010526315789473684,0.0456140350877193,0.18947368421052632
parsopercularis-rh,0.0,0.06837606837606838,0.017094017094017096,0.6153846153846154,0.0,0.0,0.23931623931623933,0.05982905982905983
rostralanteriorcingulate-lh,0.057096247960848286,0.1402936378466558,0.0799347471451876,0.0,0.5464926590538336,0.05057096247960848,0.03588907014681892,0.08972267536704731
temporalpole-lh,0.049019607843137254,0.058823529411764705,0.013071895424836602,0.0,0.09477124183006536,0.7418300653594772,0.013071895424836602,0.029411764705882353
temporalpole-rh,0.008,0.078,0.068,0.054,0.056,0.016,0.68,0.04
transversetemporal-rh,0.028985507246376812,0.03804347826086957,0.17028985507246377,0.012681159420289856,0.09239130434782608,0.021739130434782608,0.04710144927536232,0.5887681159420289
