,entorhinal-rh,frontalpole-lh,frontalpole-rh,inferiortemporal-rh,medialorbitofrontal-rh,rostralanteriorcingulate-lh,temporalpole-rh,transversetemporal-rh
entorhinal-rh,0.44366197183098594,0.07746478873239436,0.0,0.08450704225352113,0.19014084507042253,0.1056338028169014,0.06338028169014084,0.035211267605633804
frontalpole-lh,0.3333333333333333,0.30952380952380953,0.047619047619047616,0.19047619047619047,0.09523809523809523,0.023809523809523808,0.0,0.0
frontalpole-rh,0.03389830508474576,0.06779661016949153,0.3728813559322034,0.4067796610169492,0.0,0.0,0.11864406779661017,0.0
inferiortemporal-rh,0.1232876712328767,0.0821917808219178,0.1232876712328767,0.4041095890410959,0.1232876712328767,0.0136986301369863,0.10273972602739725,0.0273972602739726
medialorbitofrontal-rh,0.152,0.0,0.0,0.128,0.408,0.144,0.168,0.0
rostralanteriorcingulate-lh,0.06857142857142857,0.0,0.0,0.022857142857142857,0.08,0.6057142857142858,0.08,0.14285714285714285
temporalpole-rh,0.04132231404958678,0.0,0.10743801652892562,0.19834710743801653,0.15702479338842976,0.09917355371900827,0.39669421487603307,0.0
transversetemporal-rh,0.030927835051546393,0.0,0.0,0.041237113402061855,0.020618556701030927,0.17525773195876287,0.0,0.7319587628865979
