,cuneus-lh,frontalpole-lh,frontalpole-rh,isthmuscingulate-rh,lateralorbitofrontal-lh,parahippocampal-rh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh
cuneus-lh,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
frontalpole-lh,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
frontalpole-rh,0.0,0.0,0.7162629757785467,0.0,0.012110726643598616,0.0,0.0,0.27162629757785467
isthmuscingulate-rh,0.0,0.0,0.0,0.7983651226158038,0.0027247956403269754,0.1989100817438692,0.0,0.0
lateralorbitofrontal-lh,0.0,0.0,0.01559792027729636,0.005199306759098787,0.6429809358752167,0.12998266897746968,0.12305025996533796,0.0831889081455806
parahippocampal-rh,0.0,0.0,0.0,0.12379421221864952,0.11736334405144695,0.7588424437299035,0.0,0.0
rostralanteriorcingulate-lh,0.0,0.0,0.0,0.0,0.40555555555555556,0.0,0.5944444444444444,0.0
rostralanteriorcingulate-rh,0.0,0.0,0.2808586762075134,0.0,0.08228980322003578,0.0,0.0,0.6368515205724508
