,cuneus-lh,frontalpole-rh,insula-rh,isthmuscingulate-rh,medialorbitofrontal-rh,parahippocampal-rh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh
cuneus-lh,0.8275261324041812,0.0,0.11149825783972125,0.0,0.06097560975609756,0.0,0.0,0.0
frontalpole-rh,0.0,0.5132013201320133,0.0,0.0,0.10396039603960396,0.0,0.028052805280528052,0.3547854785478548
insula-rh,0.14123006833712984,0.0,0.6492027334851936,0.0,0.04783599088838269,0.16173120728929385,0.0,0.0
isthmuscingulate-rh,0.0,0.0,0.0,0.7688442211055276,0.0,0.23115577889447236,0.0,0.0
medialorbitofrontal-rh,0.04721030042918455,0.09012875536480687,0.027181688125894134,0.0,0.8054363376251789,0.0,0.030042918454935622,0.0
parahippocampal-rh,0.0,0.0,0.09806629834254144,0.19613259668508287,0.0,0.7058011049723757,0.0,0.0
rostralanteriorcingulate-lh,0.0,0.028192371475953566,0.0,0.0,0.03814262023217247,0.0,0.7346600331674958,0.19900497512437812
rostralanteriorcingulate-rh,0.0,0.2835820895522388,0.0,0.0,0.0,0.0,0.1655359565807327,0.5508819538670285
