,inferiorparietal-rh,parsopercularis-lh,parstriangularis-rh,postcentral-rh,superiortemporal-lh,superiortemporal-rh,supramarginal-lh,supramarginal-rh
inferiorparietal-rh,0.41025641025641024,0.15384615384615385,0.0,0.0641025641025641,0.0,0.0641025641025641,0.19230769230769232,0.11538461538461539
parsopercularis-lh,0.1267605633802817,0.5070422535211268,0.0,0.07042253521126761,0.0,0.056338028169014086,0.15492957746478872,0.08450704225352113
parstriangularis-rh,0.0,0.0,0.425531914893617,0.24468085106382978,0.20212765957446807,0.1276595744680851,0.0,0.0
postcentral-rh,0.04316546762589928,0.04316546762589928,0.17266187050359713,0.33093525179856115,0.1079136690647482,0.17266187050359713,0.05755395683453238,0.07194244604316546
superiortemporal-lh,0.012048192771084338,0.024096385542168676,0.2289156626506024,0.18072289156626506,0.3855421686746988,0.14457831325301204,0.012048192771084338,0.012048192771084338
superiortemporal-rh,0.05,0.05,0.10833333333333334,0.225,0.11666666666666667,0.26666666666666666,0.06666666666666667,0.11666666666666667
supramarginal-lh,0.18181818181818182,0.14772727272727273,0.0,0.06818181818181818,0.011363636363636364,0.06818181818181818,0.3977272727272727,0.125
supramarginal-rh,0.1375,0.0875,0.0,0.1125,0.0125,0.15,0.1875,0.3125
