,Fp1,Fz,F3,F7,FT9,FC5,FC1,C3,T7,TP9,CP5,CP1,Pz,P7,O1,Oz,O2,P4,CP6,CP2,Cz,C4,T8,FT10,FC6,FC2,F4,Fp2,AF7,AF3,AFz,F1,F5,FT7,FC3,C1,C5,TP7,CP3,P1,P5,PO7,PO3,POz,PO4,PO8,P6,P2,CPz,CP4,TP8,C6,C2,FC4,FT8,AF8,AF4,F2,FCz
Fp1,0.06496519721577726,0.07192575406032482,0.030162412993039442,0.0,0.0,0.0,0.0,0.0,0.018561484918793503,0.0,0.0,0.07192575406032482,0.06728538283062645,0.0,0.0,0.0,0.0,0.0,0.0,0.05336426914153132,0.013921113689095127,0.0,0.0,0.0,0.0,0.0,0.027842227378190254,0.0,0.0,0.0,0.05336426914153132,0.0,0.0,0.01160092807424594,0.048723897911832945,0.0,0.0,0.0,0.05104408352668213,0.009280742459396751,0.0,0.0,0.07192575406032482,0.0,0.06728538283062645,0.0,0.05568445475638051,0.0,0.0,0.0,0.0,0.06496519721577726,0.04176334106728538,0.0,0.05104408352668213,0.05336426914153132,0.0,0.0,0.0
Fz,0.06369426751592357,0.0870488322717622,0.027600849256900213,0.0,0.0,0.0,0.0,0.0,0.016985138004246284,0.0,0.0,0.09129511677282377,0.06581740976645435,0.0,0.0,0.0,0.0,0.0,0.0,0.050955414012738856,0.012738853503184714,0.0,0.0,0.0,0.0,0.0,0.025477707006369428,0.0,0.0,0.0,0.050955414012738856,0.0,0.0,0.010615711252653927,0.044585987261146494,0.0,0.0,0.0,0.04670912951167728,0.008492569002123142,0.0,0.0,0.07643312101910828,0.0,0.06794055201698514,0.0,0.05307855626326964,0.0,0.0,0.0,0.0,0.06369426751592357,0.03821656050955414,0.0,0.04883227176220807,0.04883227176220807,0.0,0.0,0.0
F3,0.05660377358490566,0.05660377358490566,0.052830188679245285,0.0,0.0,0.0,0.0,0.0,0.03018867924528302,0.0,0.0,0.06037735849056604,0.05660377358490566,0.0,0.0,0.0,0.0,0.0,0.0,0.05660377358490566,0.022641509433962263,0.0,0.0,0.0,0.0,0.0,0.033962264150943396,0.0,0.0,0.0,0.05660377358490566,0.0,0.0,0.018867924528301886,0.045283018867924525,0.0,0.0,0.0,0.05660377358490566,0.01509433962264151,0.0,0.0,0.05660377358490566,0.0,0.06037735849056604,0.0,0.05660377358490566,0.0,0.0,0.0,0.0,0.05660377358490566,0.04150943396226415,0.0,0.05660377358490566,0.052830188679245285,0.0,0.0,0.0
F7,0.0,0.0,0.002890173410404624,0.03757225433526012,0.04335260115606936,0.011560693641618497,0.0,0.04335260115606936,0.0,0.0,0.0,0.0,0.0,0.02601156069364162,0.011560693641618497,0.03757225433526012,0.03757225433526012,0.028901734104046242,0.03757225433526012,0.0,0.0,0.04335260115606936,0.03468208092485549,0.04335260115606936,0.014450867052023121,0.0,0.0,0.0,0.03757225433526012,0.011560693641618497,0.0,0.04335260115606936,0.0,0.0,0.0,0.04335260115606936,0.028901734104046242,0.04335260115606936,0.0,0.0,0.028901734104046242,0.0,0.0,0.04335260115606936,0.0,0.0,0.0,0.03757225433526012,0.04335260115606936,0.002890173410404624,0.04046242774566474,0.0,0.0,0.011560693641618497,0.0,0.0,0.04335260115606936,0.04335260115606936,0.04335260115606936
FT9,0.0,0.0,0.0038095238095238095,0.02666666666666667,0.06476190476190476,0.007619047619047619,0.0,0.04380952380952381,0.0,0.0,0.0,0.0019047619047619048,0.0,0.017142857142857144,0.007619047619047619,0.02666666666666667,0.02666666666666667,0.01904761904761905,0.02666666666666667,0.0,0.0,0.045714285714285714,0.022857142857142857,0.05142857142857143,0.009523809523809525,0.0,0.0,0.0,0.02666666666666667,0.007619047619047619,0.0,0.06666666666666667,0.0,0.0,0.0,0.045714285714285714,0.01904761904761905,0.049523809523809526,0.0,0.0,0.01904761904761905,0.0,0.0,0.06666666666666667,0.0019047619047619048,0.0,0.0,0.024761904761904763,0.07047619047619047,0.0019047619047619048,0.04,0.0,0.0,0.007619047619047619,0.0,0.0,0.06285714285714286,0.05142857142857143,0.03619047619047619
FC5,0.0,0.0,0.0,0.03597122302158273,0.03597122302158273,0.02877697841726619,0.0,0.03597122302158273,0.0,0.0,0.0,0.0,0.0,0.02877697841726619,0.02877697841726619,0.03597122302158273,0.03597122302158273,0.02877697841726619,0.03597122302158273,0.0,0.0,0.03597122302158273,0.03597122302158273,0.03597122302158273,0.03597122302158273,0.0,0.0,0.0,0.03597122302158273,0.02877697841726619,0.0,0.03597122302158273,0.0,0.0,0.0,0.03597122302158273,0.03597122302158273,0.03597122302158273,0.0,0.0,0.02877697841726619,0.0,0.0,0.03597122302158273,0.0,0.0,0.0,0.03597122302158273,0.03597122302158273,0.007194244604316547,0.03597122302158273,0.0,0.0,0.02877697841726619,0.0,0.0,0.03597122302158273,0.03597122302158273,0.03597122302158273
FC1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C3,0.0,0.0,0.004484304932735426,0.03139013452914798,0.0515695067264574,0.008968609865470852,0.0,0.04708520179372197,0.0,0.0,0.0,0.002242152466367713,0.0,0.020179372197309416,0.008968609865470852,0.03139013452914798,0.03139013452914798,0.02242152466367713,0.03139013452914798,0.0,0.0,0.04932735426008968,0.026905829596412557,0.0515695067264574,0.011210762331838564,0.0,0.0,0.0,0.03139013452914798,0.008968609865470852,0.0,0.0515695067264574,0.0,0.0,0.0,0.04932735426008968,0.02242152466367713,0.0515695067264574,0.0,0.0,0.02242152466367713,0.0,0.0,0.0515695067264574,0.002242152466367713,0.0,0.0,0.02914798206278027,0.0515695067264574,0.002242152466367713,0.042600896860986545,0.0,0.0,0.008968609865470852,0.0,0.0,0.0515695067264574,0.0515695067264574,0.04035874439461883
T7,0.05228758169934641,0.05228758169934641,0.0392156862745098,0.0,0.0,0.0,0.0,0.0,0.0457516339869281,0.0,0.0,0.05228758169934641,0.05228758169934641,0.0,0.0,0.0,0.0,0.0,0.0,0.05228758169934641,0.032679738562091505,0.0,0.0,0.0,0.0,0.0,0.05228758169934641,0.0,0.0,0.0,0.05228758169934641,0.0,0.0,0.032679738562091505,0.05228758169934641,0.0,0.0,0.0,0.05228758169934641,0.013071895424836602,0.0,0.0,0.05228758169934641,0.0,0.05228758169934641,0.0,0.05228758169934641,0.0,0.0,0.0,0.0,0.05228758169934641,0.05228758169934641,0.0,0.05228758169934641,0.05228758169934641,0.0,0.0,0.0
TP9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
