,Fp1,F7,FT9,CP1,FT10,Fp2,CPz,AF8
Fp1,0.45604395604395603,0.02197802197802198,0.006181318681318681,0.0,0.06043956043956044,0.31524725274725274,0.0,0.1401098901098901
F7,0.01695813460519343,0.4440911499735029,0.3338632750397456,0.019077901430842606,0.18600953895071543,0.0,0.0,0.0
FT9,0.00585480093676815,0.36826697892271665,0.46194379391100704,0.0,0.15807962529274006,0.00585480093676815,0.0,0.0
CP1,0.0,0.11428571428571428,0.0,0.707936507936508,0.17777777777777778,0.0,0.0,0.0
FT10,0.04957264957264957,0.2,0.1527065527065527,0.03190883190883191,0.49743589743589745,0.03133903133903134,0.0,0.037037037037037035
Fp2,0.39776632302405496,0.0,0.007731958762886598,0.0,0.04725085910652921,0.42783505154639173,0.0,0.11941580756013746
CPz,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
AF8,0.2033563672260612,0.0,0.0,0.0,0.06416584402764067,0.1362290227048371,0.0,0.596248766041461
