,Fz,FT9,TP10,FC2,Fp2,AFz,AF8,AF4
Fz,0.3953488372093023,0.0,0.0,0.0,0.0,0.0,0.4069767441860465,0.19767441860465115
FT9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FC2,0.0,0.0,0.0,0.4,0.2,0.4,0.0,0.0
Fp2,0.0,0.0,0.0,0.36363636363636365,0.2727272727272727,0.36363636363636365,0.0,0.0
AFz,0.0,0.0,0.0,0.4,0.2,0.4,0.0,0.0
AF8,0.33980582524271846,0.0,0.0,0.0,0.0,0.0,0.49514563106796117,0.1650485436893204
AF4,0.34,0.0,0.0,0.0,0.0,0.0,0.34,0.32
