,FT9,Pz,P7,F4,Fp2,AF7,PO7,AF8
FT9,0.5947712418300654,0.0,0.0,0.0,0.0,0.0,0.40522875816993464,0.0
Pz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fp2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PO7,0.28846153846153844,0.0,0.0,0.0,0.0,0.0,0.7115384615384616,0.0
AF8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
