,Fp1,Pz,P7,FT10,F8,AF7,F1,TP7
Fp1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P7,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0
FT10,0.0,0.0,0.0,0.3486238532110092,0.3119266055045872,0.0,0.0,0.3394495412844037
F8,0.0,0.0,0.0,0.3333333333333333,0.3284313725490196,0.0,0.0,0.3382352941176471
AF7,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0
F1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP7,0.0,0.0,0.0,0.3008474576271186,0.288135593220339,0.0,0.0,0.4110169491525424
