,Fp1,Pz,Oz,P8,FT10,Fp2,AF7,CPz
Fp1,0.3574108818011257,0.0,0.0675422138836773,0.08442776735459662,0.03689806128830519,0.34615384615384615,0.07629768605378362,0.031269543464665414
Pz,0.0,0.6883910386965377,0.05062554553389584,0.09601396566773349,0.05062554553389584,0.0,0.06953738725632819,0.04480651731160896
Oz,0.043285685524461444,0.03503120595933159,0.39037648479967785,0.16972015300986512,0.19549023555466077,0.04489631568351117,0.07006241191866318,0.05113750754982887
P8,0.058107242042298654,0.0707113864558855,0.17923520615253152,0.3708609271523179,0.12198248237556078,0.06216620380260628,0.09143345439008758,0.04550309762871181
FT10,0.031209698220273408,0.0433324735620325,0.2517410368841888,0.14727882383286045,0.38689708537529016,0.0317255610007738,0.016765540366262575,0.0910497807583183
Fp2,0.33124065769805683,0.0,0.06666666666666667,0.08609865470852018,0.03617339312406577,0.3638266068759342,0.0726457399103139,0.043348281016442454
AF7,0.07456683168316831,0.07487623762376237,0.10612623762376237,0.1327351485148515,0.0213490099009901,0.07425742574257425,0.4542079207920792,0.06188118811881188
CPz,0.031818181818181815,0.046753246753246755,0.08376623376623377,0.06818181818181818,0.11558441558441558,0.046753246753246755,0.0646103896103896,0.5425324675324675
