,Fp1,Pz,Oz,P8,FT10,Fp2,AF7,CPz
Fp1,0.47058823529411764,0.0,0.0,0.0,0.0,0.0,0.0,0.5294117647058824
Pz,0.0,0.3235294117647059,0.3382352941176471,0.3382352941176471,0.0,0.0,0.0,0.0
Oz,0.0,0.0931174089068826,0.4493927125506073,0.4574898785425101,0.0,0.0,0.0,0.0
P8,0.0,0.08185053380782918,0.398576512455516,0.5195729537366548,0.0,0.0,0.0,0.0
FT10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fp2,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5
AF7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CPz,0.06611570247933884,0.0,0.0,0.0,0.0,0.0,0.0,0.9338842975206612
