,Fp1,Pz,Oz,P8,FT10,Fp2,AF7,CPz
Fp1,0.21785714285714286,0.0,0.22142857142857142,0.0,0.20714285714285716,0.22142857142857142,0.13214285714285715,0.0
Pz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oz,0.20394736842105263,0.0,0.24671052631578946,0.0,0.20394736842105263,0.2236842105263158,0.12171052631578948,0.0
P8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FT10,0.2127659574468085,0.0,0.2198581560283688,0.0,0.21631205673758866,0.2198581560283688,0.13120567375886524,0.0
Fp2,0.21016949152542372,0.0,0.2305084745762712,0.0,0.20677966101694914,0.2271186440677966,0.12542372881355932,0.0
AF7,0.20108695652173914,0.0,0.20108695652173914,0.0,0.20108695652173914,0.20108695652173914,0.1956521739130435,0.0
CPz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
