,Fp1,Pz,P7,FT10,F8,AF7,F1,TP7
Fp1,0.5648148148148148,0.0,0.0,0.0,0.4351851851851852,0.0,0.0,0.0
Pz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P7,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
FT10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F8,0.5026737967914439,0.0,0.0,0.0,0.49732620320855614,0.0,0.0,0.0
AF7,0.0,0.0,0.0,0.0,0.0,0.33516483516483514,0.34065934065934067,0.3241758241758242
F1,0.0,0.0,0.0,0.0,0.0,0.2995169082125604,0.3719806763285024,0.3285024154589372
TP7,0.0,0.0,0.0,0.0,0.0,0.30808080808080807,0.3484848484848485,0.3434343434343434
