,caudalanteriorcingulate-rh,cuneus-lh,cuneus-rh,isthmuscingulate-rh,lateraloccipital-lh,pericalcarine-lh,pericalcarine-rh,transversetemporal-rh
caudalanteriorcingulate-rh,0.9743589743589743,0.0,0.0,0.0,0.0,0.0,0.0,0.02564102564102564
cuneus-lh,0.0,0.5352112676056338,0.0,0.07042253521126761,0.0,0.14084507042253522,0.19718309859154928,0.056338028169014086
cuneus-rh,0.0,0.0,0.5869565217391305,0.41304347826086957,0.0,0.0,0.0,0.0
isthmuscingulate-rh,0.0,0.07246376811594203,0.18840579710144928,0.5942028985507246,0.0,0.0,0.10144927536231885,0.043478260869565216
lateraloccipital-lh,0.0,0.08,0.0,0.0,0.52,0.26,0.0,0.14
pericalcarine-lh,0.0,0.11578947368421053,0.0,0.0,0.17894736842105263,0.5473684210526316,0.11578947368421053,0.042105263157894736
pericalcarine-rh,0.0,0.32727272727272727,0.0,0.05454545454545454,0.0,0.2,0.41818181818181815,0.0
transversetemporal-rh,0.0,0.1276595744680851,0.0,0.14893617021276595,0.0851063829787234,0.0425531914893617,0.0,0.5957446808510638
