,entorhinal-rh,frontalpole-lh,frontalpole-rh,middletemporal-lh,parahippocampal-rh,parsorbitalis-lh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh
entorhinal-rh,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
frontalpole-lh,0.0,0.8181818181818182,0.07272727272727272,0.03636363636363636,0.07272727272727272,0.0,0.0,0.0
frontalpole-rh,0.0,0.13559322033898305,0.3220338983050847,0.0,0.0,0.1694915254237288,0.1694915254237288,0.2033898305084746
middletemporal-lh,0.0,0.0,0.015625,0.4375,0.0,0.171875,0.234375,0.140625
parahippocampal-rh,0.0,0.05405405405405406,0.0,0.0,0.9459459459459459,0.0,0.0,0.0
parsorbitalis-lh,0.0,0.0,0.14432989690721648,0.07216494845360824,0.0,0.29896907216494845,0.25773195876288657,0.2268041237113402
rostralanteriorcingulate-lh,0.0,0.0,0.14,0.09,0.0,0.25,0.29,0.23
rostralanteriorcingulate-rh,0.0,0.0125,0.2,0.0625,0.0,0.225,0.225,0.275
