,caudalmiddlefrontal-rh,parsopercularis-lh,parstriangularis-rh,precentral-rh,rostralmiddlefrontal-rh,superiorfrontal-lh,superiorfrontal-rh,superiortemporal-rh
caudalmiddlefrontal-rh,0.2537313432835821,0.0,0.0,0.19402985074626866,0.13432835820895522,0.19402985074626866,0.22388059701492538,0.0
parsopercularis-lh,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.1
parstriangularis-rh,0.0,0.0,0.6086956521739131,0.0,0.0,0.30434782608695654,0.0,0.08695652173913043
precentral-rh,0.21311475409836064,0.01639344262295082,0.0,0.22950819672131148,0.11475409836065574,0.21311475409836064,0.21311475409836064,0.0
rostralmiddlefrontal-rh,0.18421052631578946,0.0,0.0,0.13157894736842105,0.3684210526315789,0.15789473684210525,0.15789473684210525,0.0
superiorfrontal-lh,0.203125,0.0,0.09375,0.140625,0.125,0.265625,0.171875,0.0
superiorfrontal-rh,0.25396825396825395,0.0,0.0,0.19047619047619047,0.12698412698412698,0.20634920634920634,0.2222222222222222,0.0
superiortemporal-rh,0.0,0.12,0.16,0.0,0.0,0.0,0.0,0.72
