,entorhinal-lh,frontalpole-lh,isthmuscingulate-lh,lateralorbitofrontal-lh,medialorbitofrontal-lh,parahippocampal-rh,pericalcarine-rh,temporalpole-lh
entorhinal-lh,0.4146341463414634,0.0,0.14634146341463414,0.0,0.0,0.07317073170731707,0.36585365853658536,0.0
frontalpole-lh,0.0,0.7096774193548387,0.0,0.03225806451612903,0.25806451612903225,0.0,0.0,0.0
isthmuscingulate-lh,0.1282051282051282,0.0,0.5384615384615384,0.0,0.0,0.2564102564102564,0.07692307692307693,0.0
lateralorbitofrontal-lh,0.0,0.06521739130434782,0.0,0.5,0.0,0.2391304347826087,0.0,0.1956521739130435
medialorbitofrontal-lh,0.0,0.26666666666666666,0.0,0.0,0.5666666666666667,0.0,0.06666666666666667,0.1
parahippocampal-rh,0.01639344262295082,0.0,0.09836065573770492,0.22950819672131148,0.0,0.5081967213114754,0.0,0.14754098360655737
pericalcarine-rh,0.4146341463414634,0.0,0.12195121951219512,0.0,0.0,0.024390243902439025,0.43902439024390244,0.0
temporalpole-lh,0.0,0.019230769230769232,0.0,0.21153846153846154,0.09615384615384616,0.1346153846153846,0.0,0.5384615384615384
