,Fp1,FT9,Oz,F4,F8,F5,PO8,AF8
Fp1,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0
FT9,0.5238095238095238,0.47619047619047616,0.0,0.0,0.0,0.0,0.0,0.0
Oz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PO8,0.0,0.0,0.0,0.0,0.0,0.0,0.49295774647887325,0.5070422535211268
AF8,0.0,0.0,0.0,0.0,0.0,0.0,0.3711340206185567,0.6288659793814433
