subject,session,condition,sigma_ratio,sigma_eig,ci_low,ci_high,ci_method,state,window
S34,Sess02,MOTOR_EXECUTION-LEFT,1.0068574488482953,0.9999999999999981,0.8820688551638208,1.1562368522866233,bootstrap,critical,fullwin_lf_mayer
S34,Sess02,MOTOR_EXECUTION-RIGHT,0.902408008926488,1.0,0.8217390260341475,0.9717794480644593,bootstrap,subcritical,fullwin_lf_mayer
S34,Sess02,MOTOR_IMAGERY-LEFT,0.9824768101857884,0.9999999999999993,0.8567623166220302,1.1731259337509337,bootstrap,critical,fullwin_lf_mayer
S34,Sess02,MOTOR_IMAGERY-RIGHT,0.8991359028258531,1.0,0.8317367510090664,0.9625494253012886,bootstrap,subcritical,fullwin_lf_mayer
S34,Sess02,MOTOR_EXECUTION,0.9546327288873917,0.9999999999999991,0.8519039405989841,1.0640081501755412,bootstrap,critical,fullwin_lf_mayer
S34,Sess02,MOTOR_IMAGERY,0.9408063565058207,0.9999999999999997,0.8442495338155482,1.067837679526111,bootstrap,critical,fullwin_lf_mayer
S34,Sess02,LEFT,0.9946671295170418,0.9999999999999987,0.8694155858929256,1.1646813930187785,bootstrap,critical,fullwin_lf_mayer
S34,Sess02,RIGHT,0.9007719558761705,1.0,0.826737888521607,0.967164436682874,bootstrap,subcritical,fullwin_lf_mayer
S34,Sess02,LEFT_vs_RIGHT,0.0938951736408713,0.0,-0.09774885078994844,0.3379435044971715,bootstrap,delta,fullwin_lf_mayer
S34,Sess02,IMAGERY_vs_EXECUTION,-0.013826372381571028,0.0,-0.21975861635999294,0.21593373892712697,bootstrap,delta,fullwin_lf_mayer
S34,Sess02,ME_LEFT_vs_ME_RIGHT,0.10444943992180733,0.0,-0.08971059290063843,0.3344978262524758,bootstrap,delta,fullwin_lf_mayer
S34,Sess02,MI_LEFT_vs_MI_RIGHT,0.08334090735993527,0.0,-0.10578710867925845,0.34138918274186725,bootstrap,delta,fullwin_lf_mayer
