,entorhinal-lh,frontalpole-lh,frontalpole-rh,posteriorcingulate-lh,posteriorcingulate-rh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh,temporalpole-rh
entorhinal-lh,0.3333333333333333,0.10256410256410256,0.23076923076923078,0.0,0.0,0.3333333333333333,0.0,0.0
frontalpole-lh,0.15151515151515152,0.5454545454545454,0.15151515151515152,0.0,0.0,0.15151515151515152,0.0,0.0
frontalpole-rh,0.32432432432432434,0.10810810810810811,0.2972972972972973,0.0,0.0,0.2702702702702703,0.0,0.0
posteriorcingulate-lh,0.0,0.0,0.0,0.4666666666666667,0.3,0.0,0.23333333333333334,0.0
posteriorcingulate-rh,0.0,0.0,0.0,0.23333333333333334,0.4,0.0,0.36666666666666664,0.0
rostralanteriorcingulate-lh,0.2619047619047619,0.11904761904761904,0.16666666666666666,0.0,0.0,0.4523809523809524,0.0,0.0
rostralanteriorcingulate-rh,0.0,0.0,0.0,0.1111111111111111,0.25925925925925924,0.0,0.6296296296296297,0.0
temporalpole-rh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
