,caudalmiddlefrontal-lh,caudalmiddlefrontal-rh,parsopercularis-lh,rostralmiddlefrontal-lh,superiorfrontal-lh,superiorparietal-rh,superiortemporal-lh,supramarginal-lh
caudalmiddlefrontal-lh,0.6521739130434783,0.0,0.0,0.0,0.10869565217391304,0.17391304347826086,0.06521739130434782,0.0
caudalmiddlefrontal-rh,0.0,0.875,0.0,0.0,0.0,0.125,0.0,0.0
parsopercularis-lh,0.0,0.0,0.38095238095238093,0.35714285714285715,0.0,0.0,0.16666666666666666,0.09523809523809523
rostralmiddlefrontal-lh,0.0,0.0,0.24074074074074073,0.46296296296296297,0.0,0.0,0.25925925925925924,0.037037037037037035
superiorfrontal-lh,0.1276595744680851,0.0,0.0,0.0,0.7446808510638298,0.10638297872340426,0.0,0.02127659574468085
superiorparietal-rh,0.14285714285714285,0.07142857142857142,0.0,0.0,0.07142857142857142,0.7142857142857143,0.0,0.0
superiortemporal-lh,0.10638297872340426,0.0,0.10638297872340426,0.2978723404255319,0.0,0.0,0.48936170212765956,0.0
supramarginal-lh,0.0,0.0,0.0851063829787234,0.0851063829787234,0.06382978723404255,0.0,0.0,0.7659574468085106
