,caudalmiddlefrontal-lh,caudalmiddlefrontal-rh,postcentral-rh,rostralmiddlefrontal-rh,superiorfrontal-lh,superiorfrontal-rh,superiorparietal-lh,superiorparietal-rh
caudalmiddlefrontal-lh,0.463768115942029,0.0,0.0,0.028985507246376812,0.08695652173913043,0.13043478260869565,0.18840579710144928,0.10144927536231885
caudalmiddlefrontal-rh,0.03333333333333333,0.7666666666666667,0.0,0.1,0.0,0.0,0.1,0.0
postcentral-rh,0.0,0.0,0.8055555555555556,0.1111111111111111,0.0,0.08333333333333333,0.0,0.0
rostralmiddlefrontal-rh,0.03636363636363636,0.01818181818181818,0.10909090909090909,0.509090909090909,0.0,0.10909090909090909,0.10909090909090909,0.10909090909090909
superiorfrontal-lh,0.21875,0.0,0.0,0.0,0.5625,0.0,0.21875,0.0
superiorfrontal-rh,0.10666666666666667,0.0,0.08,0.08,0.0,0.4533333333333333,0.12,0.16
superiorparietal-lh,0.15053763440860216,0.021505376344086023,0.0,0.06451612903225806,0.053763440860215055,0.13978494623655913,0.3655913978494624,0.20430107526881722
superiorparietal-rh,0.09375,0.0,0.020833333333333332,0.041666666666666664,0.0,0.16666666666666666,0.22916666666666666,0.4479166666666667
