,caudalmiddlefrontal-lh,caudalmiddlefrontal-rh,parsopercularis-lh,rostralmiddlefrontal-lh,rostralmiddlefrontal-rh,superiorfrontal-lh,superiorparietal-rh,superiortemporal-lh
caudalmiddlefrontal-lh,0.71875,0.0,0.0,0.0,0.0,0.0625,0.21875,0.0
caudalmiddlefrontal-rh,0.0,0.6363636363636364,0.0,0.0,0.14545454545454545,0.14545454545454545,0.07272727272727272,0.0
parsopercularis-lh,0.0,0.0,0.4,0.32,0.0,0.0,0.0,0.28
rostralmiddlefrontal-lh,0.0,0.0,0.2553191489361702,0.3829787234042553,0.0,0.0,0.0,0.3617021276595745
rostralmiddlefrontal-rh,0.0,0.13793103448275862,0.0,0.0,0.6206896551724138,0.15517241379310345,0.08620689655172414,0.0
superiorfrontal-lh,0.017857142857142856,0.10714285714285714,0.0,0.0,0.125,0.5357142857142857,0.21428571428571427,0.0
superiorparietal-rh,0.0945945945945946,0.06756756756756757,0.0,0.0,0.06756756756756757,0.16216216216216217,0.5,0.10810810810810811
superiortemporal-lh,0.0,0.0,0.1724137931034483,0.27586206896551724,0.0,0.0,0.1206896551724138,0.43103448275862066
