,frontalpole-lh,inferiorparietal-rh,isthmuscingulate-rh,lateraloccipital-rh,lingual-rh,precuneus-rh,rostralanteriorcingulate-lh,superiorparietal-rh
frontalpole-lh,0.4888888888888889,0.0,0.0,0.0,0.0,0.0,0.5111111111111111,0.0
inferiorparietal-rh,0.0,0.19117647058823528,0.19117647058823528,0.18382352941176472,0.17647058823529413,0.14705882352941177,0.022058823529411766,0.08823529411764706
isthmuscingulate-rh,0.014492753623188406,0.17391304347826086,0.21739130434782608,0.16666666666666666,0.15942028985507245,0.13043478260869565,0.06521739130434782,0.07246376811594203
lateraloccipital-rh,0.0,0.1888111888111888,0.17482517482517482,0.1888111888111888,0.18181818181818182,0.15384615384615385,0.013986013986013986,0.0979020979020979
lingual-rh,0.0,0.16993464052287582,0.1568627450980392,0.1830065359477124,0.19607843137254902,0.16993464052287582,0.006535947712418301,0.11764705882352941
precuneus-rh,0.0,0.16058394160583941,0.145985401459854,0.17518248175182483,0.19708029197080293,0.1897810218978102,0.0,0.13138686131386862
rostralanteriorcingulate-lh,0.36507936507936506,0.015873015873015872,0.1111111111111111,0.0,0.0,0.0,0.5079365079365079,0.0
superiorparietal-rh,0.0,0.12962962962962962,0.1111111111111111,0.14814814814814814,0.18518518518518517,0.18518518518518517,0.0,0.24074074074074073
