,fusiform-rh,inferiorparietal-rh,insula-lh,isthmuscingulate-rh,lateraloccipital-rh,lingual-rh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh
fusiform-rh,0.1935483870967742,0.12473118279569892,0.14193548387096774,0.09247311827956989,0.13548387096774195,0.16129032258064516,0.05806451612903226,0.09247311827956989
inferiorparietal-rh,0.102880658436214,0.1831275720164609,0.07613168724279835,0.16872427983539096,0.1728395061728395,0.14609053497942387,0.08436213991769548,0.06584362139917696
insula-lh,0.15827338129496402,0.1079136690647482,0.21342925659472423,0.07194244604316546,0.11990407673860912,0.1486810551558753,0.07913669064748201,0.10071942446043165
isthmuscingulate-rh,0.08454106280193237,0.178743961352657,0.05314009661835749,0.21980676328502416,0.16908212560386474,0.13526570048309178,0.10144927536231885,0.057971014492753624
lateraloccipital-rh,0.10784313725490197,0.17254901960784313,0.08235294117647059,0.15294117647058825,0.17647058823529413,0.14705882352941177,0.09215686274509804,0.06862745098039216
lingual-rh,0.13214990138067062,0.15581854043392504,0.10650887573964497,0.126232741617357,0.15581854043392504,0.17357001972386588,0.07495069033530571,0.07495069033530571
rostralanteriorcingulate-lh,0.07076923076923076,0.12615384615384614,0.08923076923076922,0.12923076923076923,0.14461538461538462,0.11076923076923077,0.19692307692307692,0.13230769230769232
rostralanteriorcingulate-rh,0.11890243902439024,0.10975609756097561,0.12804878048780488,0.08536585365853659,0.11890243902439024,0.11585365853658537,0.14329268292682926,0.1798780487804878
