,caudalmiddlefrontal-rh,parsopercularis-lh,parstriangularis-rh,postcentral-lh,rostralmiddlefrontal-lh,superiorfrontal-rh,superiortemporal-lh,superiortemporal-rh
caudalmiddlefrontal-rh,0.4396551724137931,0.10344827586206896,0.08620689655172414,0.1724137931034483,0.0,0.1896551724137931,0.0,0.008620689655172414
parsopercularis-lh,0.1276595744680851,0.6382978723404256,0.23404255319148937,0.0,0.0,0.0,0.0,0.0
parstriangularis-rh,0.16,0.4,0.44,0.0,0.0,0.0,0.0,0.0
postcentral-lh,0.2857142857142857,0.0,0.0,0.42857142857142855,0.0,0.22857142857142856,0.0,0.05714285714285714
rostralmiddlefrontal-lh,0.0,0.0,0.0,0.0625,0.5,0.0625,0.0,0.375
superiorfrontal-rh,0.32786885245901637,0.0,0.0,0.2459016393442623,0.0,0.3770491803278688,0.0,0.04918032786885246
superiortemporal-lh,0.0,0.0,0.0,0.037037037037037035,0.0,0.037037037037037035,0.8888888888888888,0.037037037037037035
superiortemporal-rh,0.0,0.0,0.0,0.16129032258064516,0.12903225806451613,0.06451612903225806,0.0,0.6451612903225806
