,caudalmiddlefrontal-rh,inferiorparietal-rh,parsopercularis-lh,parstriangularis-rh,precentral-rh,rostralmiddlefrontal-rh,superiorfrontal-rh,superiortemporal-rh
caudalmiddlefrontal-rh,0.18134715025906736,0.16580310880829016,0.0,0.0,0.14507772020725387,0.17098445595854922,0.18652849740932642,0.15025906735751296
inferiorparietal-rh,0.17391304347826086,0.16847826086956522,0.0,0.0,0.15217391304347827,0.17391304347826086,0.17391304347826086,0.15760869565217392
parsopercularis-lh,0.0,0.0,0.24444444444444444,0.2518518518518518,0.2518518518518518,0.0,0.0,0.2518518518518518
parstriangularis-rh,0.0,0.0,0.2361111111111111,0.2777777777777778,0.25,0.0,0.0,0.2361111111111111
precentral-rh,0.09333333333333334,0.09333333333333334,0.10666666666666667,0.11333333333333333,0.20666666666666667,0.09333333333333334,0.09333333333333334,0.2
rostralmiddlefrontal-rh,0.17894736842105263,0.16842105263157894,0.0,0.0,0.14736842105263157,0.1736842105263158,0.17894736842105263,0.15263157894736842
superiorfrontal-rh,0.17989417989417988,0.164021164021164,0.0,0.0,0.14814814814814814,0.1693121693121693,0.18518518518518517,0.15343915343915343
superiortemporal-rh,0.09508196721311475,0.09508196721311475,0.10491803278688525,0.11147540983606558,0.20327868852459016,0.09508196721311475,0.09508196721311475,0.2
